name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,,,,,,,
Johannesburg,2023/07/25,18.7,4.4,11.7,18.7,3.2,11.3,4.1,62.1,0,0,0,,0,0,31.7,20,12.7,1029,28.5,9.8,129.9,11.2,6,10,2023-07-25T06:51:03,2023-07-25T17:38:02,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/07/26,19.2,6.1,12,19.2,4.6,11.2,6.3,71.7,0,0,0,,0,0,31.7,15.6,354.4,1029,34.5,8.5,137.7,11.9,6,10,2023-07-26T06:50:34,2023-07-26T17:38:31,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/07/27,20.3,6.6,13.2,20.3,4.3,12.8,5.9,63.5,0,0,0,,0,0,31.7,20.5,313.1,1027.2,1.1,11,161.9,14.1,6,10,2023-07-27T06:50:04,2023-07-27T17:39:01,0.32,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/07/28,22.3,8.8,15.1,22.3,7.8,15,3.4,49.7,0,0,0,,0,0,31.7,15.6,331.6,1025.5,4.5,11.1,160.3,13.8,6,10,2023-07-28T06:49:33,2023-07-28T17:39:31,0.35,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/07/29,23.1,8.8,15.6,23.1,6.4,15.4,1.5,40.7,0,0,0,,0,0,66.6,30.5,338.3,1020.8,6.6,11.5,154.3,13.3,6,10,2023-07-29T06:49:01,2023-07-29T17:40:00,0.39,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/07/30,11.3,3.1,6.9,11.3,-1.4,3.9,-4,47.7,0,0,0,,0,0,50,30.5,202.9,1024.5,17.3,11.4,168.3,14.4,7,10,2023-07-30T06:48:28,2023-07-30T17:40:30,0.42,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/07/31,14.8,0,6.9,14.8,-3.6,4.8,-6.9,39.6,0,0,0,,0,0,29.5,24.6,209,1029,0,11.5,200.1,17.2,7,10,2023-07-31T06:47:53,2023-07-31T17:40:59,0.45,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/01,17.1,1.1,8.4,17.1,-2.2,6.7,-7,36.4,0,0,0,,0,0,33.5,21.3,96.3,1032.2,0,11.3,184.5,15.7,7,10,2023-08-01T06:47:17,2023-08-01T17:41:28,0.5,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/02,15.6,2.6,8.8,15.6,1.3,7.9,1.4,62.6,0,0,0,,0,0,36.1,21.2,37,1036,40.8,10.7,168.3,14.4,7,10,2023-08-02T06:46:41,2023-08-02T17:41:58,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/03,15.3,4.4,9.2,15.3,2.7,8.4,1.7,63.3,0,0,0,,0,0,22.3,14.7,9.5,1035.3,29.3,11.2,163.4,14,7,10,2023-08-03T06:46:03,2023-08-03T17:42:27,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/04,15.3,2.4,9,15.3,0.3,8.1,-1,52.7,0,0,0,,0,0,24.1,14,342.1,1033,11.9,11,185.6,16,7,10,2023-08-04T06:45:23,2023-08-04T17:42:56,0.59,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/05,17.1,3.3,10.2,17.1,2.3,9.9,-0.8,48.7,0,0,0,,0,0,18.7,10.4,355,1033,18.1,11.4,175.5,15.1,7,10,2023-08-05T06:44:43,2023-08-05T17:43:25,0.62,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/06,19.5,5.1,11.7,19.5,4.8,11.5,-1.2,43.9,0,0,0,,0,0,17.6,8.3,287,1033.2,0.8,11,194.6,16.7,7,10,2023-08-06T06:44:02,2023-08-06T17:43:54,0.66,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/07,22.2,5.3,13.2,22.2,3.9,12.9,-6.5,29.2,0,0,0,,0,0,24.1,11.2,183.1,1031.2,0.4,11.2,195.6,16.8,7,10,2023-08-07T06:43:19,2023-08-07T17:44:23,0.69,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/08,22.1,4.9,13.6,22.1,3.6,13.2,-4.9,30.2,0,0,0,,0,0,22.3,11.6,8.3,1030.3,0,11.5,174.2,15,7,10,2023-08-08T06:42:36,2023-08-08T17:44:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/09,18.5,6.1,12.4,18.5,4.2,12,-0.5,41.9,0,0,0,,0,0,44.8,27.9,72.4,1032.5,18.6,11.6,180.1,15.5,7,10,2023-08-09T06:41:51,2023-08-09T17:45:20,0.76,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/10,18.5,5.3,11.4,18.5,3.4,11,2.5,58.8,0,0,0,,0,0,38.2,22.9,38,1032.6,16,10.2,188.8,16.3,7,10,2023-08-10T06:41:06,2023-08-10T17:45:48,0.8,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/11,17.3,7,12.3,17.3,6.1,11.9,2.1,51.6,0,0,0,,0,0,22.3,11.2,313.1,1028.5,45.3,11.4,167,14.4,7,10,2023-08-11T06:40:19,2023-08-11T17:46:17,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/12,19.9,6.3,13.7,19.9,6.3,13.7,2.2,48.3,0,0,0,,0,0,27.4,14.8,255.3,1025.1,15,11,187.6,16.2,7,10,2023-08-12T06:39:32,2023-08-12T17:46:45,0.86,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/13,22.3,9.5,15.9,22.3,9.1,15.8,2.9,44.1,0,0,0,,0,0,18.4,15.8,298.2,1023.5,1.8,10.6,179.2,15.5,7,10,2023-08-13T06:38:44,2023-08-13T17:47:12,0.9,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/14,24,11.5,17.5,24,11.5,17.5,1.3,35.4,0,0,0,,0,0,48.2,24.2,316.5,1022.8,10.7,10.6,188.3,16.4,7,10,2023-08-14T06:37:54,2023-08-14T17:47:40,0.93,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/15,25.7,12.3,18.2,25.7,12.3,18.2,-3.8,25.4,0,0,0,,0,0,45.4,29,262.8,1024.3,3.7,11,184.1,15.8,7,10,2023-08-15T06:37:04,2023-08-15T17:48:08,0.97,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/16,22.3,8,15.2,22.3,6.7,15,3.7,49.4,0,0,0,,0,0,37.1,21.3,7.5,1027.1,30,10,167,14.4,6,10,2023-08-16T06:36:13,2023-08-16T17:48:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/17,22.7,8.8,15.3,22.7,6.7,14.8,4.7,55.9,0,0,0,,0,0,40.7,27.2,352.2,1024.8,66.4,10,165,14.2,7,10,2023-08-17T06:35:21,2023-08-17T17:49:02,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/18,23.8,11.1,17.2,23.8,11.1,17.2,1.9,36.9,0,0,0,,0,0,40.7,23.2,297.5,1022,28,11.3,184.1,15.8,7,10,2023-08-18T06:34:28,2023-08-18T17:49:29,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/19,25.7,9.7,17.6,25.7,9.7,17.6,0.1,31.9,0,0,0,,0,0,53.6,27.6,327.2,1021,11,11.6,179.9,15.5,7,10,2023-08-19T06:33:34,2023-08-19T17:49:56,0.1,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/20,24.6,8.8,17.3,24.6,8.8,17.3,-1,29.6,0,0,0,,0,0,27.7,16.2,285.7,1021.6,11,11.3,198.1,17.1,7,10,2023-08-20T06:32:40,2023-08-20T17:50:23,0.14,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/21,27.5,12.4,19.1,26.6,12.4,19,0.6,32,0,0,0,,0,0,44.6,23.7,289.2,1019.8,2.5,11.3,197.1,17,7,10,2023-08-21T06:31:45,2023-08-21T17:50:49,0.17,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/22,27.8,8.8,18.9,26.7,7.9,18.7,-8.9,16.6,0,0,0,,0,0,35.3,21.5,285,1019.3,0,11,207.2,17.8,7,10,2023-08-22T06:30:49,2023-08-22T17:51:15,0.21,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/23,25.6,9.7,17.6,25.6,9.3,17.6,-7.6,18.5,0,0,0,,0,0,29.5,20.9,215.4,1020.7,0,11.3,213.1,18.5,7,10,2023-08-23T06:29:52,2023-08-23T17:51:41,0.24,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/24,24.5,7.5,16.1,24.5,6.7,15.9,-0.3,35.1,0,0,0,,0,0,36.7,23.3,5.3,1021.6,0.5,10.3,209,18.1,7,10,2023-08-24T06:28:55,2023-08-24T17:52:07,0.25,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/25,23.4,10.4,16.6,23.4,10.4,16.6,9.2,64.9,0,0,0,,0,0,54.4,27.9,350.5,1018.1,42.4,9.5,168.8,14.7,8,10,2023-08-25T06:27:57,2023-08-25T17:52:33,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/26,18.9,6.3,12.3,18.9,2.9,11.4,-6.7,28.1,0,0,0,,0,0,45.1,26,192.1,1021.5,14.5,11.3,221.2,18.9,7,10,2023-08-26T06:26:58,2023-08-26T17:52:59,0.34,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/27,21.1,3,11.5,21.1,-0.3,10.2,-2.5,41.4,0,0,0,,0,0,40.7,21.3,89.8,1032,12,11,223.1,19.3,8,10,2023-08-27T06:25:58,2023-08-27T17:53:24,0.38,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/28,20.8,4.3,12.2,20.8,2.9,11.7,-2.4,41.1,0,0,0,,0,0,29.5,16.1,44.6,1036.5,0,11.1,209,18,8,10,2023-08-28T06:24:58,2023-08-28T17:53:49,0.41,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/29,22.6,3.9,13.7,22.6,2.9,13.6,0,43.7,0,0,0,,0,0,26.7,12.4,40.5,1033.9,0,11.2,217.5,18.8,8,10,2023-08-29T06:23:58,2023-08-29T17:54:14,0.44,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/30,22,7.6,14.5,22,5.9,14.1,3.2,50.2,0,0,0,,0,0,20.5,15.3,338.1,1029.9,0,11.4,218.4,18.8,8,10,2023-08-30T06:22:57,2023-08-30T17:54:39,0.48,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/08/31,22.3,8.5,15.6,22.3,6.9,15.4,1.3,41.3,0,0,0,,0,0,25.6,17.3,300.5,1025.1,0,11.4,221.4,19.3,8,10,2023-08-31T06:21:55,2023-08-31T17:55:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/01,25.3,11.4,18.1,25.3,11.4,18.1,0.3,31.4,0,0,0,,0,0,35.3,20.7,319.3,1022.8,11.2,11.3,209.8,18.1,8,10,2023-09-01T06:20:53,2023-09-01T17:55:29,0.54,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/02,26.6,13.4,20,26.6,13.4,20,-0.6,26.9,0,0,0,,0,0,48.2,30.4,333.6,1022.6,0.6,11.2,211.3,18.2,7,10,2023-09-02T06:19:50,2023-09-02T17:55:54,0.58,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/03,27.9,13.9,20.6,26.6,13.9,20.4,2,31.5,0,0,0,,0,0,48.2,25.6,354.9,1023.6,5,12,179.8,15.4,7,10,2023-09-03T06:18:47,2023-09-03T17:56:18,0.61,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/04,29.4,13.2,21.2,27.7,13.2,20.8,2.2,31.6,0,0,0,,0,0,33.5,15.3,311.8,1024.8,4.4,11.4,206.3,17.8,7,10,2023-09-04T06:17:44,2023-09-04T17:56:43,0.64,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/05,29,14.5,21.6,27.4,14.5,21.2,1.8,29,0,0,0,,0,0,46.4,21.3,315.9,1023.2,11.6,11.3,190.5,16.6,7,10,2023-09-05T06:16:40,2023-09-05T17:57:07,0.68,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/06,27.4,10.8,18.4,26.2,10.8,18.2,-7.2,18.7,0,0,0,,0,0,34.2,21.6,225.5,1023.5,1.2,11.1,203.8,17.5,7,10,2023-09-06T06:15:35,2023-09-06T17:57:31,0.71,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/07,26,7.2,17,26,5.6,16.8,-9.6,16.9,0,0,0,,0,0,31.7,20.5,239.3,1024.7,0,11.1,251,21.9,8,10,2023-09-07T06:14:30,2023-09-07T17:57:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/08,27.5,11,19.5,26.3,11,19.3,-4.8,19.6,0,0,0,,0,0,34.6,16.4,318.6,1025,26.3,11.2,223,19.3,8,10,2023-09-08T06:13:25,2023-09-08T17:58:20,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/09,29.3,12.7,21.2,27.6,12.7,20.9,4.4,36.2,0,0,0,,0,0,18.4,11.4,328,1024.5,0.3,11.5,221.8,19.1,8,10,2023-09-09T06:12:20,2023-09-09T17:58:44,0.81,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/10,29.7,15,22.4,27.9,15,22,3.5,30.8,0,0,0,,0,0,26.3,20.2,306.4,1021.5,0,11.3,216.9,18.8,8,10,2023-09-10T06:11:14,2023-09-10T17:59:08,0.84,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/11,29.3,8.7,19.5,27.6,4.7,19,0.3,29.6,0,0,0,,0,0,58.6,41.4,251.4,1018.6,1,10,215.9,18.7,8,10,2023-09-11T06:10:08,2023-09-11T17:59:32,0.88,Clear,Clear conditions throughout the day.,clear-day,"FALA,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/12,15.5,3.5,9.1,15.5,-0.5,6.8,0.4,54.5,0,0,0,,0,0,44.6,30,107.6,1027.5,41.1,10.7,202.8,17.5,8,10,2023-09-12T06:09:02,2023-09-12T17:59:56,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,E0397,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/13,18.4,5.6,12,18.4,2.4,10.9,4.3,60.8,0,0,0,,0,0,38.9,26.2,23.8,1029.7,44.4,11.4,155.6,13.5,6,10,2023-09-13T06:07:56,2023-09-13T18:00:20,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/14,22.1,10.1,15.5,22.1,10.1,15.5,6.5,58,0,0,0,,0,0,31.7,19.7,320.5,1025.5,40.7,10.6,249.8,21.5,8,10,2023-09-14T06:06:49,2023-09-14T18:00:44,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/15,28.9,12.5,20.2,27.3,12.5,20,1,34.4,0,0,0,,0,0,42.5,25.2,261.7,1021.5,0.4,11.2,265.8,23,8,10,2023-09-15T06:05:43,2023-09-15T18:01:09,0,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/16,28.7,12.7,20.2,27.2,12.7,19.9,-9.5,13.9,0,0,0,,0,0,48.2,29.5,232.5,1019.5,0,11.6,265.4,22.9,9,10,2023-09-16T06:04:36,2023-09-16T18:01:33,0.05,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,FAOR",,,,,,,
Johannesburg,2023/09/17,26.5,9.7,17.7,26.5,7.5,17.5,-5,22.6,0,0,0,,0,0,26.3,16.1,212.1,1021.5,3.9,11.2,262.9,22.8,9,10,2023-09-17T06:03:29,2023-09-17T18:01:57,0.08,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,FAOR",,,,,,,
Johannesburg,2023/09/18,23.3,10.2,16.4,23.3,10.2,16.4,7.1,57.1,0,0,0,,0,0,40.7,21.5,1,1023.4,20.7,10.9,185.1,16.1,9,10,2023-09-18T06:02:22,2023-09-18T18:02:21,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68269099999,FAOR",,,,,,,
Johannesburg,2023/09/19,27.4,10.4,18.9,26.6,10.4,18.9,8.6,55.3,0.4,100,4.17,rain,0,0,54.8,31.7,342.1,1021.3,22.8,11.9,236.4,20.3,8,10,2023-09-19T06:01:15,2023-09-19T18:02:46,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,remote,FAOR",,,,,,,
Johannesburg,2023/09/20,27.4,12.9,19.7,26.5,12.9,19.6,3,40.4,0.2,100,4.17,rain,0,0,53.6,22.3,243.9,1022.2,16,11.2,254.9,22.2,9,10,2023-09-20T06:00:08,2023-09-20T18:03:10,0.19,Rain,Clear conditions throughout the day with morning rain.,rain,"FALA,68263099999,F0671,68263599999,68269099999,FAOR",,,,,,,
Johannesburg,2023/09/21,28.7,13.1,21.1,27.2,13.1,20.8,-2.7,21.5,0,0,0,,0,0,48.2,23.5,295,1022.7,1.8,11.5,247.7,21.4,8,10,2023-09-21T05:59:00,2023-09-21T18:03:35,0.22,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/22,29.6,12.3,21.3,27.9,12.3,20.9,1.5,29.5,0,0,0,,0,0,40.7,18.3,322.5,1022.7,0,11.3,265.1,22.9,9,10,2023-09-22T05:57:53,2023-09-22T18:03:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/23,29,17,22.9,27.4,17,22.6,3.9,30.5,0,0,0,,0,0,42.5,18.8,354.4,1022.8,22.9,11.2,225.1,19.3,8,10,2023-09-23T05:56:46,2023-09-23T18:04:24,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/24,29,14.6,21.9,27.5,14.6,21.6,3.3,30.9,0,0,0,,0,0,53.6,34.5,26.6,1022,0.8,11,238.9,20.5,8,10,2023-09-24T05:55:39,2023-09-24T18:04:49,0.33,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/25,25,8,18.1,25,6.8,18,5.4,44.1,0.1,100,4.17,rain,0,0,57.6,33.1,352.6,1020.1,33.6,11.2,200.5,17.3,8,10,2023-09-25T05:54:32,2023-09-25T18:05:14,0.36,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/26,21.5,6.9,13.5,21.5,3.8,12.7,2.2,49.3,0,0,0,,0,0,38.2,24.8,186.8,1020.1,11.2,10.7,261,22.3,9,10,2023-09-26T05:53:26,2023-09-26T18:05:40,0.4,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/27,15,9.1,12,15,7.2,11.8,7.4,74.2,0,0,0,rain,0,0,40.7,21.3,102.4,1021.8,67,11,78.3,6.8,4,10,2023-09-27T05:52:19,2023-09-27T18:06:05,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/28,21.1,7.6,14.7,21.1,6.5,14.5,7.6,67.3,0.067,100,4.17,rain,0,0,24.1,14.3,352,1024,43.1,9.5,209.1,18,10,10,2023-09-28T05:51:12,2023-09-28T18:06:31,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"FALA,E0397,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/29,24.5,12.8,18.8,24.5,12.8,18.8,8.8,56,0,0,0,,0,0,29.5,18.5,328,1023.8,29.2,10.4,267.6,23.3,10,10,2023-09-29T05:50:06,2023-09-29T18:06:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/09/30,30.5,14.6,22.7,28.5,14.6,22.3,5,35.6,0,0,0,,0,0,45.3,22.3,293.1,1021.7,0.2,11.3,294.5,25.6,9,10,2023-09-30T05:49:00,2023-09-30T18:07:23,0.53,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/10/01,28.9,11.5,20.9,27.3,11.5,20.6,-2.1,26,0,0,0,,0,0,41.1,24.8,183.7,1022.9,3.5,11.4,292.8,25.1,9,10,2023-10-01T05:47:55,2023-10-01T18:07:49,0.57,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/10/02,22.2,10.4,14.9,22.2,10.4,14.9,8.4,67.5,0,0,0,,0,0,31.6,22.1,37.6,1029,47.8,11,194.3,16.6,10,10,2023-10-02T05:46:49,2023-10-02T18:08:16,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/10/03,27,9.9,18.5,26.4,8,18.4,7.4,52.6,0,0,0,,0,0,22.3,20.6,353,1027.8,0,11.5,283.4,24.5,9,10,2023-10-03T05:45:44,2023-10-03T18:08:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/10/04,31.5,14.8,23.7,29.3,14.8,23.1,4.8,32,0,0,0,,0,0,30.2,17.5,345.8,1026,17.5,11.6,288.1,25.1,10,10,2023-10-04T05:44:39,2023-10-04T18:09:10,0.66,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68263599999,68269099999,68353099999,FAOR",,,,,,,
Johannesburg,2023/10/05,31.9,15.5,24.3,29.7,15.5,23.7,2.6,26.7,0,0,0,,0,0,24.1,17.9,328.9,1025,6.7,11.3,286.9,24.8,9,10,2023-10-05T05:43:35,2023-10-05T18:09:38,0.7,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
Johannesburg,2023/10/06,32.1,16.8,24.7,29.9,16.8,24,1.8,23.8,0,0,0,,0,0,22.3,21.6,334,1022.3,15,10.9,292.5,25.3,9,10,2023-10-06T05:42:31,2023-10-06T18:10:06,0.75,Clear,Clear conditions throughout the day.,clear-day,"FALA,68263099999,F0671,68269099999,68263599999,68353099999,FAOR",,,,,,,
